,Open,High,Low,Close,Volume,ADS_Index,SP500,Mkt-RF,SMB,HML,AMZN,FB,GOOGL,NFLX,NVDA,TSLA
338,149.18,153.7,148.8,153.2,441395,0.126858979,2399.38,-0.04,-0.27,0.28,942.715,150.6275,953.545,156.405,18.1825,550.823125
339,153.25,154.88,152.67,153.3,347840,0.11831755699999999,2396.92,-0.05,0.5,-0.79,952.5675,151.0025,958.5775,156.71,18.065,554.714375
340,153.58,153.99,152.11,153.4,229808,0.10989973900000001,2399.63,0.21,0.19,0.02,950.0925,150.47,954.77,158.725,18.3425,553.514375
341,153.29,154.07,152.31,153.88,210822,0.10160443,2394.44,-0.26,-0.36,-0.15,946.7425,150.5775,953.6975,159.19,18.45,552.551875
342,154.26,156.42,154.1,156.07,298985,0.09343055300000001,2390.9,-0.18,-0.29,-0.62,954.52,150.1075,955.3575,159.6225,18.2075,554.901875
343,156.7,157.0,155.05,155.66,232630,0.069815951,2402.32,0.53,0.25,0.2,961.1375,150.495,958.1825,160.585,18.005,557.6
344,155.9,156.26,154.56,154.66,173041,0.062264864,2400.67,-0.03,0.16,-0.1,963.075,149.915,962.83,159.59,17.9475,558.8525
345,154.75,155.47,149.71,150.93,453070,0.054788612,2357.03,-1.97,-0.89,-0.53,953.8975,146.96,951.5175,156.0725,18.3625,552.111875
346,150.5,153.34,149.61,152.65,309366,0.047386222,2365.72,0.4,0.05,-0.4,951.3675,146.175,946.0675,154.5625,18.385,549.543125
347,152.65,153.98,152.63,152.86,248482,0.040056732000000005,2381.73,0.7,-0.38,0.41,962.23,148.4075,955.175,156.6625,18.2925,555.61875
348,153.35,154.58,152.91,153.69,204948,0.018726654,2394.02,0.56,0.27,-0.3,966.125,148.1725,960.755,157.3,18.31,558.088125
349,154.03,154.99,153.31,153.69,178718,0.012647635,2398.42,0.18,-0.07,0.61,971.88,148.155,969.2775,157.5175,18.47,561.7075
350,154.05,154.2,152.67,153.25,175362,0.007374800000000001,2404.39,0.24,-0.15,-0.5,946.185,147.0875,945.1725,157.87,18.7075,549.07875
351,153.43,154.35,153.03,153.8,169792,0.0029074640000000002,2415.07,0.42,-0.27,-0.77,989.885,151.185,986.65,160.75,18.9175,572.1175
352,154.0,154.24,153.03,153.32,156088,-0.000754955,2415.82,0.06,-0.02,0.09,994.1575,151.8675,991.8125,162.445,18.9925,575.070625
353,153.6,154.43,153.15,153.6,171277,-0.009238624,2412.91,-0.19,-0.5,-0.32,998.335,152.285,994.4825,163.3125,18.97,577.10375
354,153.75,154.2,152.38,152.85,213931,-0.011110149,2411.8,-0.02,0.03,-0.56,994.2275,152.1325,991.095,163.03,18.9625,575.12125
355,153.0,153.7,152.22,153.18,142536,-0.013039081999999999,2430.06,0.95,0.98,0.03,996.2925,151.5225,988.18,163.29,18.8275,574.82125
356,153.64,155.45,152.89,155.35,253365,-0.015253918,2439.07,0.35,0.54,-0.8,1002.2625,152.5225,992.6,164.4075,18.8875,577.948125
357,154.4,155.45,153.46,154.0,224448,-0.022914663999999998,2436.1,-0.17,-0.45,0.0,1008.475,153.745,1000.6425,164.6575,19.015,581.88
358,154.0,155.81,153.28,154.54,239347,-0.025666500000000002,2429.33,-0.28,0.1,-0.07,1008.3325,153.435,1000.9325,165.2925,19.065,581.998125
359,154.67,155.98,154.48,155.35,192142,-0.028623832000000002,2433.14,0.15,-0.19,0.01,1007.035,153.16,1000.6175,165.4775,19.0525,581.5725
360,155.67,155.88,154.4,154.7,187507,-0.031787045,2433.79,0.18,1.16,0.92,1011.14,153.995,1003.04,165.8525,19.075,583.506875
361,155.0,155.35,146.02,148.96,590866,-0.03515655,2431.77,-0.12,0.01,2.38,982.0975,151.6,983.7725,161.635,19.25,569.77625
362,147.89,147.93,142.51,145.6,650312,-0.046178033,2429.39,-0.11,-0.27,0.35,966.0,147.815,956.65,154.005,19.5275,556.1175
363,146.85,147.45,145.15,146.9,289299,-0.049684572999999996,2440.35,0.55,0.09,-0.14,975.745,149.9475,969.6125,152.9275,19.585,562.058125
364,146.98,147.5,143.84,144.6,281512,-0.053036295,2437.92,-0.17,-0.47,-0.55,978.3875,150.6025,969.175,152.73,19.4875,562.72375
365,143.9,144.49,142.21,144.49,289487,-0.056233633,2432.46,-0.3,-0.24,-0.12,960.6425,148.565,953.945,150.73,19.5425,553.470625
366,144.7,144.76,142.17,142.45,431869,-0.059277005,2433.15,-0.03,-0.23,-0.18,976.07,150.01,958.4875,152.1675,19.545,559.18375
367,143.1,146.74,143.1,146.71,288931,-0.067521308,2453.46,0.86,0.12,-0.75,999.195,152.1375,973.165,153.6725,19.25,569.5425
368,147.0,147.29,144.94,145.09,221433,-0.07028778599999999,2437.03,-0.73,-0.4,-0.51,997.44,152.8525,973.945,152.965,19.0475,569.300625
369,144.68,146.07,144.35,145.89,194239,-0.073203201,2435.61,-0.07,-0.04,-1.69,997.29,152.8875,974.0775,153.54,18.645,569.44875
370,146.09,146.7,145.11,145.64,172310,-0.076267933,2434.5,0.02,0.52,-0.42,1002.1125,153.715,977.79,154.8725,18.53,572.1225
371,145.95,147.16,145.06,146.38,261646,-0.07948238099999999,2438.3,0.24,0.83,-0.51,1003.005,154.115,981.205,156.2625,18.425,573.646875
372,146.77,148.28,145.38,145.88,235803,-0.089761351,2439.07,0.04,-0.06,0.69,1000.415,154.7475,982.1175,158.01,18.0775,573.8225
373,145.21,146.16,143.32,143.4,226919,-0.09287825300000001,2419.38,-0.84,-0.4,1.33,986.45,152.06,956.3525,153.95,18.3625,562.203125
374,142.75,146.11,141.7,145.85,198830,-0.09571322300000001,2440.69,1.02,0.75,0.21,981.775,151.6425,951.445,152.1,18.4375,559.240625
375,145.79,145.8,142.28,143.39,288038,-0.09826663199999999,2419.7,-0.83,-0.11,1.38,981.955,151.6775,946.9325,151.6825,18.645,558.061875
376,143.95,145.69,143.44,143.85,198248,-0.10053881,2423.41,0.14,-0.09,-0.24,973.645,150.975,935.59,149.975,18.6875,552.54625
377,144.72,145.31,143.1,143.51,125804,-0.106308985,2429.01,0.24,0.35,1.21,963.595,149.9075,925.7525,148.0425,18.7325,546.824375
378,143.58,144.79,142.72,144.0,190624,-0.11109359699999999,2432.54,0.12,-0.7,-0.57,962.445,149.3275,925.01,146.9075,18.8175,545.9225
379,143.58,143.58,142.41,142.65,213058,-0.113937611,2409.75,-0.95,-0.5,0.11,965.4075,149.385,927.9975,146.1,18.58,547.2225
380,142.4,144.75,142.4,144.26,165735,-0.117083245,2425.18,0.7,0.42,-0.41,971.38,150.0925,936.94,148.33,18.8625,551.685625
381,144.83,145.95,143.37,144.95,192558,-0.12813728,2427.43,0.05,-0.43,-0.09,991.01,152.7425,947.7,151.6375,18.8825,560.7725
382,144.93,145.85,144.35,145.55,161939,-0.132403626,2425.53,0.0,0.38,-0.53,994.275,154.285,949.855,153.5125,19.06,562.981875
383,145.8,146.28,144.82,145.45,212086,-0.137080637,2443.25,0.72,0.13,-0.53,1001.7325,157.2175,963.1225,157.0575,19.2175,569.7825
384,145.76,148.49,145.43,147.14,231497,-0.142168921,2447.83,0.17,-0.06,0.37,1003.3825,159.095,970.7,158.5575,19.3775,572.93375
385,147.45,149.33,146.8,149.04,183578,-0.14766914,2459.27,0.42,-0.13,-0.51,1001.3075,159.685,974.2325,159.915,19.4175,573.785
386,149.2,150.9,148.57,149.75,207795,-0.166345316,2459.14,0.0,0.21,0.13,1007.22,159.9975,978.5875,169.6575,19.2025,578.865625
387,149.51,150.25,148.67,150.18,158720,-0.172970216,2460.61,0.04,-0.3,-0.33,1016.24,161.495,981.71,180.48,18.82,584.98125
388,150.35,151.42,149.75,150.79,186739,-0.179783859,2473.83,0.59,0.53,0.03,1026.75,164.1175,991.4225,184.2175,18.5175,591.626875
389,151.05,151.74,150.19,150.37,149375,-0.18678713,2473.45,-0.01,0.05,-0.01,1023.6525,164.235,992.8525,183.87,18.635,591.1525
390,150.32,150.44,148.88,150.13,208644,-0.19398094100000002,2472.54,-0.08,-0.42,-0.28,1023.5,164.4325,990.7075,186.5025,18.2575,591.285625
391,150.1,152.44,149.9,151.87,193254,-0.216638776,2469.91,-0.03,0.12,-0.2,1032.1725,165.0675,986.3625,188.4375,18.115,593.01
392,151.93,153.84,151.75,152.88,167176,-0.224598587,2477.13,0.38,0.37,0.92,1037.87,165.115,970.5075,187.4225,17.94,590.22875
393,153.04,153.93,153.04,153.83,142702,-0.232824417,2477.83,-0.06,-0.36,-0.7,1052.315,166.9975,968.42,188.3775,17.7175,594.0275
394,153.99,154.39,147.3,150.0,299408,-0.241317334,2475.42,-0.14,-0.62,0.45,1040.2,172.0225,957.855,185.695,17.83,588.943125
395,149.49,150.23,149.19,149.48,154287,-0.250078443,2472.1,-0.17,-0.06,0.24,1018.315,171.24,952.86,183.265,17.9425,581.42
396,149.75,150.33,148.0,148.11,172713,-0.277835616,2470.3,-0.11,-0.33,0.44,1004.965,170.6125,952.4475,183.0125,17.8475,577.759375
397,149.05,159.9,148.41,159.5,319969,-0.28750658100000004,2476.35,0.24,-0.24,0.18,998.415,170.285,949.915,182.7125,17.6,575.331875
398,159.22,160.0,156.16,157.04,634211,-0.297410929,2477.57,-0.08,-1.18,0.15,996.0225,169.3275,944.835,181.31,17.66,572.87375
399,157.4,157.4,155.02,155.56,239015,-0.306876449,2472.16,-0.21,-0.33,-0.29,992.2275,168.9875,944.04,179.84,17.6575,571.27375
400,155.7,157.4,155.57,156.65,188575,-0.315904373,2476.83,0.25,0.3,0.36,987.1575,169.325,944.275,179.765,17.615,570.130625
401,157.1,158.92,156.06,158.75,195829,-0.340254903,2480.91,0.16,-0.09,-0.6,991.5075,170.9775,945.84,180.8,17.8375,572.28125
402,158.75,161.83,158.27,159.54,326600,-0.347699849,2474.92,-0.24,-0.09,0.21,989.7425,171.5675,944.2825,175.875,18.625,570.366875
403,159.38,161.29,158.73,161.2,234864,-0.354987875,2474.02,-0.14,-0.76,-0.1,983.0275,170.64,940.1775,173.555,19.02,566.85
404,160.26,160.4,154.37,154.65,355699,-0.36211992600000004,2438.21,-1.49,-0.3,0.25,967.2225,168.625,931.4575,171.4425,18.8875,559.686875
405,154.95,158.58,154.21,157.42,237321,-0.36909693200000004,2441.32,0.2,0.24,-0.88,959.4475,167.4725,925.4475,169.705,18.9975,555.518125
406,158.6,160.21,158.35,160.14,203919,-0.38871216399999997,2465.84,1.03,0.26,0.06,980.5875,169.8375,937.5325,170.5,18.93,564.614375
407,160.33,162.2,160.11,161.4,262268,-0.39439068200000005,2464.61,-0.11,-0.85,-0.04,985.03,170.94,939.4425,169.9925,18.9125,566.35125
408,161.85,162.51,160.15,160.78,242971,-0.39962570700000005,2468.11,0.18,-0.13,-0.45,980.8675,170.5,943.8525,168.63,19.1475,565.9625
409,160.84,160.88,157.84,158.02,250598,-0.404417918,2430.01,-1.59,-0.17,-0.15,967.595,168.3425,935.3625,167.86,19.2975,559.79
410,157.8,159.5,156.72,157.3,244881,-0.40876793899999997,2425.55,-0.15,0.14,0.21,959.395,167.325,927.0575,167.06,19.2875,555.209375
411,157.45,157.89,155.11,157.2,236602,-0.41906839799999995,2428.37,0.06,-0.25,-0.22,954.5875,167.165,923.7825,166.6425,19.1475,553.044375
412,157.8,160.0,157.6,159.86,192118,-0.421620486,2452.51,1.07,-0.02,-0.25,961.725,168.7675,933.6325,168.45,19.0625,558.14375
413,159.86,160.47,158.79,159.41,169622,-0.423800214,2444.04,-0.32,0.1,0.4,959.325,168.855,940.9625,168.4975,19.1675,559.41
414,159.8,160.74,158.55,159.32,172706,-0.425607866,2438.97,-0.14,0.6,0.18,953.9125,168.145,939.5675,168.675,19.2525,557.575
415,159.5,160.56,159.27,159.6,183227,-0.427043677,2443.05,0.18,0.13,0.58,950.97,167.115,935.81,167.135,19.3675,555.2575
416,159.76,162.0,159.65,160.2,230754,-0.428952257,2444.24,0.08,0.35,-0.74,944.55,166.5075,927.3225,166.545,19.28,551.23125
417,160.2,163.3,159.5,163.3,269235,-0.426664316,2446.3,0.1,0.14,-0.39,944.6125,166.7925,927.1225,167.285,19.4,551.453125
418,163.81,163.89,162.61,163.38,243597,-0.421936351,2457.59,0.53,0.02,-0.32,962.39,169.0425,940.385,171.7875,19.4325,560.90125
419,163.5,164.52,163.25,164.2,239986,-0.41476774899999996,2471.65,0.62,0.47,-0.42,975.6625,171.1075,951.125,175.1275,19.6075,568.255625
420,164.38,164.94,163.63,164.04,150793,-0.405157576,2476.55,0.27,0.41,0.44,980.9725,172.11,955.05,175.1375,19.8975,570.8175
421,164.0,164.39,160.56,162.03,269075,-0.34840146200000005,2457.85,-0.81,0.1,-0.95,971.235,171.1325,946.6875,174.4,20.01,565.86375
422,162.42,162.99,160.52,161.5,192613,-0.332804586,2465.54,0.28,-0.03,0.13,966.9825,171.24,940.145,176.825,19.86,563.798125
423,162.0,162.24,160.36,161.28,197068,-0.317141469,2465.1,-0.07,0.15,-0.93,975.205,172.165,945.8025,179.125,19.6475,568.074375
424,161.14,161.46,158.53,158.59,258538,-0.301410073,2461.43,-0.16,0.04,0.36,971.51,172.055,945.55,177.995,19.595,566.7775
425,160.41,162.05,159.89,161.66,283750,-0.252748917,2488.11,1.08,-0.12,0.63,976.505,172.8675,945.5675,179.8125,19.41,568.688125
426,162.45,163.96,158.77,160.98,655081,-0.23516649399999998,2496.48,0.43,0.25,0.71,981.2525,173.1625,944.6075,183.5,19.32,570.630625
427,160.41,160.6,157.91,159.44,403894,-0.216984701,2498.37,0.11,0.31,0.36,991.0925,172.7675,948.4875,184.2375,19.0075,574.14625
428,159.49,159.69,157.66,157.75,205620,-0.19820117199999998,2495.62,-0.12,-0.04,-0.07,994.9425,171.7,943.5,183.085,19.0,573.306875
429,158.2,160.97,158.0,160.08,417554,-0.178813465,2500.23,0.19,0.28,0.12,989.265,171.3225,937.735,182.86,19.12,570.295625
430,160.22,160.65,157.99,158.7,227243,-0.11648330800000001,2503.87,0.24,0.37,0.2,981.89,171.09,932.405,183.8375,19.305,567.305625
431,158.85,159.77,158.31,158.42,164009,-0.093661744,2506.65,0.15,-0.28,0.35,973.55,171.405,933.24,185.09,19.2875,565.82125
432,158.42,159.15,153.83,156.25,422898,-0.069747694,2508.24,0.16,0.23,0.52,970.2425,172.065,943.325,185.3325,19.075,567.74125
433,156.05,156.2,152.75,153.02,337300,-0.044738049,2500.6,-0.28,0.1,0.37,968.2375,171.5275,946.3575,187.2325,18.855,568.33875
434,153.25,153.3,150.56,151.97,420872,-0.018629556000000002,2502.22,0.12,0.44,0.13,958.465,170.3875,944.645,188.2075,19.01,565.42625
435,150.99,152.2,149.16,150.57,401033,0.066365325,2496.66,-0.25,0.31,0.63,944.9975,166.3425,934.5775,182.89,18.7075,557.201875
436,150.59,153.92,150.59,153.37,315642,0.096730551,2496.84,0.05,0.39,0.13,940.75,163.995,938.075,179.2,18.53,555.505
437,153.71,154.72,153.1,154.06,229707,0.127997323,2507.04,0.63,1.39,0.17,948.2975,166.52,952.285,181.6025,18.455,562.17625
438,154.23,154.45,152.7,153.27,199175,0.160169707,2510.06,0.13,0.16,-0.07,954.2,168.1175,961.735,181.085,18.445,566.284375
439,153.27,154.2,152.0,154.12,235519,0.193251886,2519.36,0.35,-0.12,-0.27,961.2325,170.15,971.1525,181.4925,18.3875,571.006875
440,154.12,154.5,152.72,153.75,167592,0.297111841,2529.12,0.5,0.84,0.16,960.145,170.2875,970.7925,179.66,18.1275,570.22125
441,153.77,155.09,153.75,154.5,146091,0.330179853,2534.58,0.26,-0.03,-0.02,957.71,169.9275,968.75,178.625,18.3,568.753125
442,154.5,154.82,152.46,153.54,181632,0.361371293,2537.74,0.05,-0.28,-0.45,959.7725,169.3625,969.885,182.5875,18.2175,570.401875
443,153.64,155.44,153.4,155.24,190320,0.39069021600000003,2552.07,0.55,-0.34,0.35,973.9775,169.8375,977.09,189.785,18.16,577.6725
444,155.3,155.72,154.56,155.37,147441,0.418140436,2549.33,-0.08,-0.08,-0.25,985.18,171.3275,988.345,196.2925,18.0725,585.28625
445,155.07,156.73,155.03,155.65,131842,0.48979208799999996,2544.73,-0.22,-0.28,-0.05,992.96,172.94,994.5575,198.0725,17.94,589.6325
446,155.72,158.0,155.1,155.73,130723,0.510280756,2550.64,0.24,-0.01,0.42,989.36,172.1675,989.7275,195.6975,17.1525,586.738125
447,155.78,156.98,155.6,156.43,137356,0.52891747,2555.24,0.16,-0.2,-0.22,991.5575,172.095,997.515,195.04,16.9125,589.051875
448,156.4,157.37,155.72,155.8,136848,0.5457046520000001,2550.93,-0.18,0.04,-0.51,999.535,172.87,1006.145,195.98,17.1975,593.6325
449,156.2,157.28,156.0,156.95,135714,0.560644485,2553.17,0.04,-0.22,0.11,1004.455,173.6175,1010.3175,198.84,17.24,596.8075
450,158.14,160.0,157.35,159.96,206844,0.594875655,2557.64,0.17,-0.28,0.37,1005.955,174.5025,1008.2125,203.1,17.2175,597.9425
451,159.96,160.87,159.23,160.48,164576,0.6034222570000001,2559.36,0.01,-0.33,-0.28,1007.445,175.4025,1009.4175,202.5925,17.565,598.714375
452,160.63,160.9,158.01,158.3,140861,0.610630555,2561.26,0.14,0.31,0.22,1006.6525,176.2575,1011.62,197.7375,17.515,598.066875
453,158.5,158.5,155.02,155.6,353669,0.616501486,2562.1,0.02,-0.38,0.17,989.56,174.7075,1004.485,194.0125,17.9975,590.69125
454,156.2,157.75,155.96,156.24,193939,0.621035813,2575.21,0.57,-0.07,0.28,988.06,175.125,1005.1675,194.9825,18.0975,590.83375
455,156.25,157.69,155.5,156.08,169654,0.626600195,2564.98,-0.45,-0.42,0.12,974.9175,173.43,995.7925,193.315,18.2725,584.36375
456,155.3,157.42,154.93,156.7,145537,0.625704777,2569.13,0.2,-0.18,0.47,972.28,172.04,986.4925,194.2975,18.4025,581.2775
457,156.94,157.55,155.27,156.55,167543,0.62341047,2557.15,-0.51,-0.01,0.11,975.7325,170.9675,988.235,195.0,18.44,582.48375
458,156.62,157.95,156.62,157.93,140931,0.619716976,2560.4,0.2,0.04,0.22,1012.2375,172.15,1010.765,195.6275,18.6875,597.695
459,158.13,163.6,158.02,162.77,386420,0.614623815,2581.07,0.82,-0.02,-1.01,1072.3975,175.715,1033.68,198.09,18.83,619.970625
460,163.5,168.07,163.14,166.97,379392,0.590978271,2572.83,-0.46,-0.8,-0.06,1105.0775,179.06,1030.5075,198.9675,18.7125,628.403125
461,167.0,169.65,166.94,169.0,301279,0.580347093,2575.26,0.23,0.81,-0.22,1108.625,180.2275,1033.5225,197.3825,19.21,629.939375
462,169.5,170.19,165.61,166.72,288681,0.5683407420000001,2579.36,0.05,-0.8,0.15,1104.2325,181.7125,1039.645,197.5225,19.7975,630.778125
463,166.8,174.35,165.28,173.38,360902,0.556684623,2579.85,0.06,-0.03,0.49,1095.95,179.5975,1039.5275,198.5375,19.955,628.403125
464,173.55,175.95,171.12,172.4,527972,0.545036281,2587.84,0.31,-0.42,-0.69,1101.4475,178.6,1045.3025,199.5675,20.0875,631.229375
465,173.0,174.99,171.72,174.2,288527,0.5101326389999999,2591.13,0.06,0.2,0.19,1116.3075,179.4975,1046.7025,200.0425,20.445,635.6375
466,174.2,175.25,173.6,174.4,199076,0.498809932,2590.64,-0.2,-1.36,-0.37,1122.9275,180.01,1048.445,198.6775,20.3475,637.515
467,174.4,177.1,174.2,176.75,194631,0.48778727899999996,2594.38,0.12,0.06,-0.62,1127.4625,179.705,1055.07,195.97,19.9225,639.551875
468,176.3,176.69,173.14,176.0,242313,0.477063245,2584.62,-0.41,-0.02,0.22,1126.3625,178.8975,1047.5975,194.2775,19.835,636.78375
469,175.42,175.48,174.27,174.56,173741,0.466636437,2582.3,0.01,0.05,-0.38,1126.3625,178.645,1044.21,192.62,19.655,635.459375
470,174.7,175.0,173.4,173.82,139538,0.43683605799999997,2584.84,0.09,-0.3,0.02,1128.8225,178.4025,1042.6625,193.33,19.5775,635.804375
471,174.18,174.18,170.5,171.5,204326,0.42658929799999995,2578.87,-0.22,-0.13,0.0,1131.5675,178.295,1039.68,194.9125,19.57,636.11375
472,170.44,170.68,168.38,169.35,235143,0.41592749799999995,2564.62,-0.52,-0.05,0.24,1128.9,177.7675,1035.5725,193.5525,19.75,633.948125
473,170.06,171.87,170.06,171.24,175383,0.404849271,2585.64,1.01,0.85,-0.52,1134.9325,179.2425,1045.245,194.9475,19.94,638.591875
474,171.29,171.39,169.64,169.94,174614,0.39335317799999997,2578.85,-0.14,0.74,0.29,1132.9,179.3175,1042.285,194.355,20.09,637.214375
475,169.9,170.7,169.56,170.01,126793,0.356758236,2582.14,0.21,0.56,0.0,1128.035,178.835,1035.42,193.5075,19.78,633.949375
476,170.32,173.7,169.91,173.05,192484,0.344208292,2599.03,0.67,0.41,-0.35,1133.6125,180.38,1044.3375,195.76,20.4225,638.5225
477,173.2,175.0,173.05,174.98,195607,0.331449893,2597.08,-0.05,0.1,-0.03,1150.075,181.3025,1051.7275,195.805,20.5475,644.7275
478,175.0,175.64,174.64,174.89,94903,0.30530106100000004,2602.42,0.21,0.02,-0.45,1174.8525,181.75,1055.035,196.3925,20.5925,652.0075
479,174.86,175.5,173.34,173.81,162365,0.26467049,2601.42,-0.06,-0.37,0.03,1197.515,182.8775,1064.735,195.13,20.66,660.064375
480,173.95,174.87,171.86,173.06,207347,0.250845303,2627.04,1.06,0.39,0.86,1195.5675,182.9225,1067.78,196.8575,20.8775,660.781875
481,172.74,173.35,167.16,169.1,348090,0.236820781,2626.07,0.02,0.04,1.44,1174.6775,178.5175,1048.2275,192.905,20.775,648.581875
482,169.2,172.14,168.44,171.49,248699,0.222595099,2647.58,0.82,-0.56,-0.51,1171.2925,176.6325,1038.5825,188.4325,20.505,643.735
483,170.95,171.67,168.5,171.0,295334,0.208166409,2642.22,-0.22,-0.37,0.37,1166.1025,175.455,1026.865,187.155,20.915,638.894375
484,172.23,172.73,169.36,169.6,260889,0.165126462,2639.44,-0.1,-0.35,1.23,1152.0775,173.7675,1021.1,184.975,21.045,632.98
485,169.45,171.52,168.4,170.01,219454,0.15068996099999998,2629.57,-0.43,-0.44,-0.24,1140.2775,172.12,1016.125,184.1825,21.04,628.17625
486,168.96,170.21,166.46,169.42,225650,0.136157298,2629.27,-0.09,-0.45,-0.52,1147.07,174.2825,1027.0,184.505,20.9375,633.214375
487,169.65,170.44,168.91,169.5,205638,0.121526584,2636.98,0.42,0.25,-0.17,1158.4575,178.315,1041.13,185.5225,20.6425,640.85625
488,169.95,171.0,168.82,169.37,183188,0.10679591599999999,2651.5,0.51,-0.44,-0.13,1164.31,180.1975,1049.9675,187.535,20.4775,645.5025
489,169.8,172.89,168.79,172.78,283276,0.062140262,2659.99,0.26,-0.4,-0.14,1164.4225,179.46,1051.4375,187.6325,20.3525,645.738125
490,172.26,172.68,171.46,171.55,155433,0.047507680999999996,2664.11,0.07,-0.52,0.52,1167.1775,177.91,1052.3425,186.08,19.885,645.8775
491,171.74,173.54,171.51,172.57,188292,0.033127396,2662.85,0.02,0.71,-0.88,1166.265,177.9175,1051.1,186.9125,19.9075,645.54875
492,172.51,173.13,171.65,172.44,166905,0.018997537,2652.01,-0.47,-0.69,-0.21,1169.695,178.8125,1057.21,189.035,19.53,648.688125
493,172.5,174.15,172.11,174.12,348186,0.005116267,2675.81,0.92,0.68,0.03,1176.945,179.4575,1062.2575,189.6875,19.7875,652.086875
494,174.24,177.2,174.24,176.59,235802,-0.03526048,2690.16,0.67,0.75,0.26,1189.1625,180.545,1079.7375,190.1875,20.3075,659.908125
495,175.38,175.39,174.09,174.64,219460,-0.048674042,2681.47,-0.3,-0.36,-0.26,1189.0375,179.95,1079.9925,188.615,20.425,659.39875
496,175.1,175.42,173.25,174.24,181620,-0.062150124,2679.25,0.01,0.36,0.05,1181.8325,178.8475,1076.915,187.74,20.585,656.33375
497,174.0,176.02,173.82,175.16,161919,-0.07569048,2684.57,0.24,0.27,0.63,1175.1525,177.695,1073.0875,188.8825,20.79,653.704375
498,175.18,175.43,174.5,175.0,122881,-0.089296869,2683.34,-0.07,-0.23,-0.2,1170.3775,177.1825,1069.6825,189.06,20.655,651.575625
499,174.5,174.5,169.67,170.6,286281,-0.144234806,2680.5,-0.07,0.34,-0.06,1170.7825,176.215,1065.185,187.765,20.595,649.986875
500,171.11,171.11,169.71,170.65,176098,-0.15811831199999998,2682.62,0.05,-0.13,-0.19,1180.95,177.065,1063.3875,186.8875,20.5425,652.0725
501,170.76,171.85,170.48,170.84,136427,-0.17208656600000002,2687.54,0.22,0.12,0.04,1187.155,178.1725,1058.8375,190.2175,20.4575,653.595625
502,170.8,171.35,169.01,169.1,197951,-0.186141387,2673.61,-0.57,-0.3,0.02,1178.43,177.35,1054.5775,192.8475,20.2375,650.80125
503,169.1,172.3,169.0,172.3,227106,-0.24300127,2695.81,0.85,0.36,-0.22,1177.9,179.025,1064.25,197.1775,20.065,654.588125
